Ranking,Puntaje_mat,PTJE_NEM,PROMEDIO_NOTAS,GENERO,TIPO_ESTABLECIMIENTO,Comuna_alumno,Univ,INGRESO_PERCAPITA_GRUPO_FA,Id_alumno,AÑO_ADMISION,ID_nuevo,Iniciales
1,1000.0,951,6.83,MASCULINO,PARTICULAR PAGADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,10,id_5136551073611,2026,1603,PUC
2,1000.0,951,6.83,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD DE CHILE,10,id_5136551073611,2026,1603,UCH
3,1000.0,951,6.83,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD DE LOS ANDES,10,id_5136551073611,2026,1603,UANDES
4,1000.0,951,6.83,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5136551073611,2026,1603,UAI
1,842.0,823,6.38,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,6,id_5136551073633,2026,1604,PUC
2,842.0,823,6.38,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE CHILE,6,id_5136551073633,2026,1604,UCH
3,842.0,823,6.38,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,6,id_5136551073633,2026,1604,UAI
4,842.0,823,6.38,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE LOS ANDES,6,id_5136551073633,2026,1604,UANDES
1,793.0,865,6.53,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,99,id_5136551073653,2026,1605,UAI
2,793.0,865,6.53,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DEL DESARROLLO,99,id_5136551073653,2026,1605,UDD
1,579.0,587,5.55,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,id_5136551073654,2026,1606,PUC
2,579.0,587,5.55,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,1,id_5136551073654,2026,1606,USM
3,579.0,587,5.55,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,1,id_5136551073654,2026,1606,UCH
1,672.0,814,6.35,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5136551073664,2026,1607,PUC
2,672.0,814,6.35,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_5136551073664,2026,1607,UCH
1,861.0,694,5.93,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,5,id_5136551073676,2026,1608,USM
2,861.0,694,5.93,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,5,id_5136551073676,2026,1608,UDD
3,861.0,694,5.93,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,5,id_5136551073676,2026,1608,UANDES
1,975.0,856,6.5,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,10,id_5136551173600,2026,1609,PUC
2,975.0,856,6.5,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,10,id_5136551173600,2026,1609,UCH
3,975.0,856,6.5,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5136551173600,2026,1609,UAI
1,1000.0,900,6.65,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5136551273646,2026,1610,PUC
2,1000.0,900,6.65,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE CHILE,99,id_5136551273646,2026,1610,UCH
3,1000.0,900,6.65,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE LOS ANDES,99,id_5136551273646,2026,1610,UANDES
1,842.0,785,6.25,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,99,id_5136551473618,2026,1611,UAI
2,842.0,785,6.25,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE LOS ANDES,99,id_5136551473618,2026,1611,UANDES
1,595.0,713,6.0,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5136551473624,2026,1612,UAI
2,595.0,713,6.0,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,10,id_5136551473624,2026,1612,UDD
3,595.0,713,6.0,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,10,id_5136551473624,2026,1612,UANDES
1,589.0,650,5.78,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,99,id_5136551473628,2026,1613,USM
1,923.0,727,6.05,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE CHILE,10,id_5136551573661,2026,1614,UCH
2,923.0,727,6.05,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DEL DESARROLLO,10,id_5136551573661,2026,1614,UDD
3,923.0,727,6.05,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE LOS ANDES,10,id_5136551573661,2026,1614,UANDES
1,767.0,928,6.75,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_5136551573668,2026,1615,UCH
2,767.0,928,6.75,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5136551573668,2026,1615,PUC
1,699.0,785,6.25,MASCULINO,MUNICIPAL,OTRA REGION,UNIVERSIDAD ADOLFO IBAÑEZ,99,id_5136551673631,2026,1616,UAI
1,807.0,922,6.73,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD ADOLFO IBAÑEZ,4,id_5136551673637,2026,1617,UAI
2,807.0,922,6.73,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,4,id_5136551673637,2026,1617,USM
3,807.0,922,6.73,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DEL DESARROLLO,4,id_5136551673637,2026,1617,UDD
1,618.0,628,5.7,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,4,id_5136551673658,2026,1618,PUC
1,824.0,914,6.7,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,9,id_5136551773600,2026,1619,UAI
1,595.0,779,6.23,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,7,id_5136551773623,2026,1620,UCH
2,595.0,779,6.23,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7,id_5136551773623,2026,1620,PUC
3,595.0,779,6.23,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,7,id_5136551773623,2026,1620,USM
4,595.0,779,6.23,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,7,id_5136551773623,2026,1620,UAI
1,793.0,828,6.4,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,8,id_5136551773639,2026,1621,PUC
1,975.0,951,6.83,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5136551873658,2026,1622,PUC
2,975.0,951,6.83,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_5136551873658,2026,1622,UCH
1,842.0,828,6.4,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,8,id_5136551973678,2026,1623,UCH
2,842.0,828,6.4,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,8,id_5136551973678,2026,1623,PUC
3,842.0,828,6.4,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,8,id_5136551973678,2026,1623,USM
1,660.0,823,6.38,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,10,id_5137551073713,2026,1624,PUC
2,660.0,823,6.38,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,10,id_5137551073713,2026,1624,UCH
1,842.0,808,6.33,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5137551073729,2026,1625,UAI
2,842.0,808,6.33,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE LOS ANDES,10,id_5137551073729,2026,1625,UANDES
3,842.0,808,6.33,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DEL DESARROLLO,10,id_5137551073729,2026,1625,UDD
1,753.0,622,5.68,FEMENINO,MUNICIPAL,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5137551073757,2026,1626,PUC
1,516.0,504,5.28,FEMENINO,MUNICIPAL,OTRA REGION,UNIVERSIDAD DEL DESARROLLO,4,id_5137551073774,2026,1627,UDD
1,923.0,922,6.73,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,10,id_5137551173708,2026,1628,PUC
1,526.0,613,5.65,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,3,id_5137551173769,2026,1629,PUC
2,526.0,613,5.65,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DE CHILE,3,id_5137551173769,2026,1629,UCH
1,723.0,636,5.73,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DEL DESARROLLO,99,id_5137551173780,2026,1630,UDD
2,723.0,636,5.73,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,99,id_5137551173780,2026,1630,UAI
3,723.0,636,5.73,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE CHILE,99,id_5137551173780,2026,1630,UCH
1,923.0,900,6.65,FEMENINO,PARTICULAR PAGADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5137551173781,2026,1631,PUC
2,923.0,900,6.65,FEMENINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD DE CHILE,99,id_5137551173781,2026,1631,UCH
3,923.0,900,6.65,FEMENINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,99,id_5137551173781,2026,1631,USM
1,923.0,808,6.33,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_5137551273730,2026,1632,UCH
2,923.0,808,6.33,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,99,id_5137551273730,2026,1632,USM
3,923.0,808,6.33,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5137551273730,2026,1632,PUC
1,508.0,685,5.9,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,10,id_5137551273743,2026,1633,USM
2,508.0,685,5.9,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,10,id_5137551273743,2026,1633,PUC
1,609.0,554,5.43,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,8,id_5137551273772,2026,1634,PUC
2,609.0,554,5.43,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,8,id_5137551273772,2026,1634,UCH
1,780.0,979,6.93,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,5,id_5137551273791,2026,1635,UCH
2,780.0,979,6.93,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,id_5137551273791,2026,1635,PUC
3,780.0,979,6.93,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,5,id_5137551273791,2026,1635,USM
1,923.0,900,6.65,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,9,id_5137551373717,2026,1636,PUC
2,923.0,900,6.65,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE CHILE,9,id_5137551373717,2026,1636,UCH
1,793.0,736,6.08,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,9,id_5137551373767,2026,1637,UAI
1,975.0,970,6.9,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,10,id_5137551373798,2026,1638,PUC
2,975.0,970,6.9,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,10,id_5137551373798,2026,1638,UCH
1,975.0,914,6.7,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE CHILE,10,id_5137551473704,2026,1639,UCH
2,975.0,914,6.7,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5137551473704,2026,1639,UAI
1,793.0,736,6.08,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DE CHILE,4,id_5137551573707,2026,1640,UCH
2,793.0,736,6.08,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,4,id_5137551573707,2026,1640,PUC
3,793.0,736,6.08,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,4,id_5137551573707,2026,1640,USM
1,793.0,751,6.13,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD ADOLFO IBAÑEZ,5,id_5137551573732,2026,1641,UAI
2,793.0,751,6.13,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DEL DESARROLLO,5,id_5137551573732,2026,1641,UDD
3,793.0,751,6.13,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DE LOS ANDES,5,id_5137551573732,2026,1641,UANDES
4,793.0,751,6.13,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,id_5137551573732,2026,1641,PUC
5,793.0,751,6.13,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DE CHILE,5,id_5137551573732,2026,1641,UCH
1,842.0,771,6.2,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5137551573772,2026,1642,UAI
2,842.0,771,6.2,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DEL DESARROLLO,10,id_5137551573772,2026,1642,UDD
1,579.0,497,5.25,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,3,id_5137551573788,2026,1643,UCH
1,631.0,837,6.43,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD ADOLFO IBAÑEZ,9,id_5137551673742,2026,1644,UAI
2,631.0,837,6.43,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DEL DESARROLLO,9,id_5137551673742,2026,1644,UDD
1,880.0,567,5.48,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5137551673749,2026,1645,PUC
2,880.0,567,5.48,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,99,id_5137551673749,2026,1645,USM
1,861.0,828,6.4,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5137551673772,2026,1646,PUC
2,861.0,828,6.4,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_5137551673772,2026,1646,UCH
3,861.0,828,6.4,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,99,id_5137551673772,2026,1646,UAI
4,861.0,828,6.4,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,99,id_5137551673772,2026,1646,UANDES
5,861.0,828,6.4,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,99,id_5137551673772,2026,1646,UDD
1,690.0,715,6.0,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_5137551673776,2026,1647,UCH
1,1000.0,865,6.53,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,10,id_5137551673793,2026,1648,PUC
2,1000.0,865,6.53,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5137551673793,2026,1648,UAI
1,880.0,828,6.4,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_5137551773786,2026,1649,UCH
2,880.0,828,6.4,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,99,id_5137551773786,2026,1649,USM
3,880.0,828,6.4,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,99,id_5137551773786,2026,1649,UAI
4,880.0,828,6.4,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,99,id_5137551773786,2026,1649,UANDES
5,880.0,828,6.4,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,99,id_5137551773786,2026,1649,UDD
1,1000.0,879,6.58,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD DE LOS ANDES,99,id_5137551873778,2026,1650,UANDES
2,1000.0,879,6.58,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD ADOLFO IBAÑEZ,99,id_5137551873778,2026,1650,UAI
3,1000.0,879,6.58,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD DEL DESARROLLO,99,id_5137551873778,2026,1650,UDD
1,975.0,879,6.58,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE CHILE,10,id_5137551873791,2026,1651,UCH
2,975.0,879,6.58,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE LOS ANDES,10,id_5137551873791,2026,1651,UANDES
3,975.0,879,6.58,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5137551873791,2026,1651,UAI
1,753.0,727,6.05,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,6,id_5137551973705,2026,1652,UCH
2,753.0,727,6.05,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,6,id_5137551973705,2026,1652,UAI
3,753.0,727,6.05,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,6,id_5137551973705,2026,1652,UDD
1,900.0,628,5.7,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE LOS ANDES,6,id_5137551973734,2026,1653,UANDES
2,900.0,628,5.7,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,6,id_5137551973734,2026,1653,UAI
3,900.0,628,5.7,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DEL DESARROLLO,6,id_5137551973734,2026,1653,UDD
1,1000.0,928,6.75,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5137551973752,2026,1654,PUC
2,1000.0,928,6.75,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE CHILE,99,id_5137551973752,2026,1654,UCH
1,923.0,837,6.43,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE LOS ANDES,10,id_5138551073824,2026,1655,UANDES
1,807.0,942,6.8,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,3,id_5138551073848,2026,1656,PUC
1,793.0,907,6.68,MASCULINO,OTRO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,7,id_5138551173808,2026,1657,UCH
1,975.0,942,6.8,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,10,id_5138551173833,2026,1658,PUC
1,780.0,851,6.48,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,99,id_5138551173842,2026,1659,UAI
2,780.0,851,6.48,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,99,id_5138551173842,2026,1659,UDD
3,780.0,851,6.48,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,99,id_5138551173842,2026,1659,USM
1,690.0,870,6.55,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,99,id_5138551173875,2026,1660,USM
1,474.0,757,6.15,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,2,id_5138551273836,2026,1661,UCH
1,900.0,956,6.85,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,10,id_5138551373800,2026,1662,PUC
2,900.0,956,6.85,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,10,id_5138551373800,2026,1662,UCH
1,595.0,708,5.98,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_5138551373882,2026,1663,UCH
1,923.0,793,6.28,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE CHILE,7,id_5138551573864,2026,1664,UCH
2,923.0,793,6.28,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,7,id_5138551573864,2026,1664,UAI
3,923.0,793,6.28,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7,id_5138551573864,2026,1664,PUC
1,645.0,495,5.25,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,8,id_5138551573869,2026,1665,PUC
1,767.0,814,6.35,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,id_5138551573896,2026,1666,PUC
2,767.0,814,6.35,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,1,id_5138551573896,2026,1666,UCH
3,767.0,814,6.35,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,1,id_5138551573896,2026,1666,USM
1,699.0,893,6.63,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,9,id_5138551673857,2026,1667,PUC
2,699.0,893,6.63,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,9,id_5138551673857,2026,1667,UCH
3,699.0,893,6.63,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,9,id_5138551673857,2026,1667,USM
1,690.0,724,6.03,MASCULINO,MUNICIPAL,OTRA REGION,UNIVERSIDAD DE CHILE,99,id_5138551773807,2026,1668,UCH
2,690.0,724,6.03,MASCULINO,MUNICIPAL,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5138551773807,2026,1668,PUC
